날짜,NAV,시가,고가,저가,종가,거래량,괴리율,추적오차율
2016-11-09,24964.46,25570,25665,24635,24975,19269214,0.04,2.4
2016-11-10,25529.2,25310,25485,25260,25470,17719544,-0.23,2.4
2016-11-11,25197.07,25305,25335,25155,25215,6292657,0.07,2.4
2016-11-14,24999.67,25170,25215,24980,25015,5086311,0.06,2.4
2016-11-15,24918.9,24980,25065,24915,24925,4037651,0.02,2.4
2016-11-16,25031.39,25055,25110,24990,25015,3514582,-0.07,2.4
2016-11-17,25045.62,24930,25035,24830,25000,3076471,-0.18,2.4
2016-11-18,25020.2,25055,25060,24885,24990,3085451,-0.12,2.4
2016-11-21,24950.97,24930,25030,24890,24940,2631407,-0.04,2.4
2016-11-22,25236.67,25040,25255,25025,25225,2600007,-0.05,2.4
2016-11-23,25365.5,25225,25420,25200,25320,5046975,-0.18,2.4
2016-11-24,25202.63,25285,25335,25125,25190,5065516,-0.05,2.4
2016-11-25,25225.62,25240,25265,25160,25200,2646319,-0.1,2.4
2016-11-28,25295.17,25210,25315,25055,25275,3283422,-0.08,2.4
2016-11-29,25290.9,25275,25330,25225,25285,5853943,-0.02,2.4
2016-11-30,25425.5,25290,25465,25280,25410,3691448,-0.06,2.4
2016-12-01,25448.49,25435,25480,25370,25430,5204310,-0.07,2.4
2016-12-02,25288.17,25320,25370,25205,25250,4299486,-0.15,2.4
2016-12-05,25214.61,25230,25270,25135,25220,6372927,0.02,2.4
2016-12-06,25563.16,25400,25575,25400,25525,5130275,-0.15,2.4
2016-12-07,25633.75,25595,25635,25540,25595,8680733,-0.15,2.4
2016-12-08,26199.84,25810,26030,25810,26030,11348545,-0.65,2.4
2016-12-09,26090.55,26025,26065,25970,26045,8711845,-0.17,2.4
2016-12-12,26070.48,26130,26130,25940,26010,5999888,-0.23,2.4
2016-12-13,26160.87,26000,26080,25980,26060,5246090,-0.39,2.4
2016-12-14,26197.53,26160,26235,26050,26085,5089778,-0.43,2.4
2016-12-15,26143.13,25900,26135,25890,26075,3930424,-0.26,2.4
2016-12-16,26253.75,26065,26170,26035,26140,4686365,-0.43,2.4
2016-12-19,26190.73,26065,26210,26065,26160,3314744,-0.12,2.4
